date,day,month,year,cases,deaths,country,country_code,countryterritoryCode,popData2018,coronavirus,related_queries,trends_title,trends_traffic,cumsum_case,growth_rate
2020-04-02,2,4,2020,212,14,Ireland,IE,IRL,4853506.0,40,,"{0: 'Adam Schlesinger', 1: 'Eddie Large', 2: 'Bernie Ecclestone', 3: 'Leaving Cert', 4: 'World Autism Day 2020', 5: 'Michael D Higgins', 6: 'Junior Cert', 7: 'Brendan Gleeson', 8: 'Rachael Gorry', 9: 'Harry Potter at Home', 10: 'Carol Vorderman', 11: 'Aldi opening times', 12: 'Dr Mike Ryan', 13: 'UFC 249', 14: 'What is 5G', 15: 'SNA', 16: 'Maja'}","{0: '20K+', 1: '20K+', 2: '5K+', 3: '5K+', 4: '5K+', 5: '2K+', 6: '2K+', 7: '2K+', 8: '2K+', 9: '2K+', 10: '2K+', 11: '2K+', 12: '2K+', 13: '1K+', 14: '1K+', 15: '1K+', 16: '1K+'}",3447,6.15027560197273
2020-04-01,1,4,2020,325,17,Ireland,IE,IRL,4853506.0,41,,"{0: 'Weather tomorrow', 1: 'Tony Holohan', 2: 'Pangolin', 3: 'Department of Education', 4: 'Josh Maja', 5: 'Sunderland', 6: 'International Space Station', 7: '5G', 8: 'Will Grigg', 9: 'Matt Damon', 10: 'The Act', 11: 'Wimbledon', 12: 'Ronan Mullen', 13: 'Zoom meetings', 14: ""Grey's Anatomy"", 15: 'Matt Baker', 16: 'Covid-19 news', 17: 'Johnson and Johnson', 18: 'Pape Diouf'}","{0: '20K+', 1: '20K+', 2: '10K+', 3: '5K+', 4: '5K+', 5: '5K+', 6: '5K+', 7: '2K+', 8: '2K+', 9: '2K+', 10: '2K+', 11: '2K+', 12: '2K+', 13: '2K+', 14: '2K+', 15: '1K+', 16: '1K+', 17: '1K+', 18: '1K+'}",3235,10.046367851622875
2020-03-31,31,3,2020,295,8,Ireland,IE,IRL,4853506.0,46,,"{0: ""April Fool's pranks"", 1: 'EuroMillions results', 2: 'Andrew Jack', 3: 'Club Penguin', 4: 'Modern Warfare 2 remastered', 5: 'Fuel allowance', 6: 'Don Conroy', 7: 'Seanad elections', 8: ""Woodie's DIY"", 9: 'James Blunt', 10: 'Chris Cuomo', 11: 'Jim Bartley', 12: 'Joe Sugg', 13: 'David Rocastle', 14: 'Hungary', 15: 'Mike Denver', 16: 'Seoul'}","{0: '20K+', 1: '10K+', 2: '10K+', 3: '5K+', 4: '5K+', 5: '5K+', 6: '5K+', 7: '2K+', 8: '2K+', 9: '2K+', 10: '2K+', 11: '2K+', 12: '2K+', 13: '2K+', 14: '2K+', 15: '1K+', 16: '1K+'}",2910,10.137457044673539
2020-03-30,30,3,2020,200,10,Ireland,IE,IRL,4853506.0,51,,"{0: 'How to delete Houseparty account', 1: 'John Prine', 2: 'Ryan Tubridy', 3: 'Covid-19 payment', 4: 'Sophie Brussaux', 5: 'Welfare', 6: 'Covid 19 payment form', 7: 'Luas crash', 8: 'Furlough', 9: 'Rte school', 10: 'Dominic Cummings', 11: 'International Space Station', 12: 'Joe Diffie', 13: 'German finance minister', 14: 'Joe Wicks workout', 15: 'Michael Jackson', 16: 'Tom Cruise', 17: 'RTE Home School Hub', 18: 'Bugzy Malone', 19: 'Batwoman'}","{0: '50K+', 1: '20K+', 2: '20K+', 3: '20K+', 4: '10K+', 5: '5K+', 6: '5K+', 7: '5K+', 8: '5K+', 9: '5K+', 10: '2K+', 11: '2K+', 12: '2K+', 13: '2K+', 14: '2K+', 15: '2K+', 16: '2K+', 17: '2K+', 18: '2K+', 19: '2K+'}",2615,7.648183556405353
2020-03-29,29,3,2020,294,14,Ireland,IE,IRL,4853506.0,55,,"{0: 'Jack Grealish', 1: 'Anne Doyle', 2: 'Shark', 3: 'What time is it in Ireland', 4: 'Ronan Keating', 5: 'Time', 6: 'Belarus', 7: 'Billy Joe Saunders', 8: 'Turtle', 9: 'Mass Online', 10: 'Eagle', 11: 'Adam Olden', 12: 'GOAT', 13: 'In the style', 14: 'Ozark cast', 15: 'Cards Against Humanity Online', 16: 'The journal ireland', 17: 'Gerard Butler', 18: 'Time ireland', 19: 'Rabbit'}","{0: '10K+', 1: '10K+', 2: '10K+', 3: '5K+', 4: '5K+', 5: '5K+', 6: '2K+', 7: '2K+', 8: '2K+', 9: '2K+', 10: '2K+', 11: '2K+', 12: '2K+', 13: '2K+', 14: '2K+', 15: '2K+', 16: '2K+', 17: '1K+', 18: '1K+', 19: '1K+'}",2415,12.173913043478262
2020-03-28,28,3,2020,302,3,Ireland,IE,IRL,4853506.0,58,,"{0: 'Clocks change Ireland', 1: 'Tiger', 2: 'Lion', 3: 'Hozier', 4: '2km from home', 5: 'Tiger 3D', 6: 'Conor Connelly', 7: 'Covid-19 payment', 8: 'Dog', 9: 'NCT', 10: 'Elephant', 11: 'Nike', 12: 'Horse', 13: 'Panda', 14: 'Cat', 15: 'Wolf', 16: 'Bear', 17: 'Duck', 18: 'Monkey', 19: 'CIF'}","{0: '50K+', 1: '20K+', 2: '20K+', 3: '20K+', 4: '20K+', 5: '20K+', 6: '10K+', 7: '10K+', 8: '10K+', 9: '10K+', 10: '5K+', 11: '5K+', 12: '5K+', 13: '5K+', 14: '5K+', 15: '5K+', 16: '5K+', 17: '5K+', 18: '5K+', 19: '5K+'}",2121,14.238566713814238
2020-03-27,27,3,2020,255,10,Ireland,IE,IRL,4853506.0,63,,"{0: 'Ireland lockdown', 1: 'List of essential services Ireland', 2: 'Boris Johnson', 3: 'Until Tomorrow', 4: 'HSE', 5: 'Ireland news', 6: 'Lockdown', 7: 'Houseparty app', 8: 'Ryan Tubridy', 9: 'Cocooning', 10: '2kmfromhome', 11: 'Emilia Fox', 12: 'Rte News Live', 13: 'Until Tomorrow Instagram caption', 14: 'Irish Cancer Society', 15: 'James McClean', 16: 'Shark', 17: 'Ozark', 18: 'Bingo Loco', 19: 'Giant panda'}","{0: '200K+', 1: '100K+', 2: '50K+', 3: '50K+', 4: '50K+', 5: '50K+', 6: '20K+', 7: '20K+', 8: '20K+', 9: '20K+', 10: '10K+', 11: '10K+', 12: '10K+', 13: '10K+', 14: '10K+', 15: '10K+', 16: '10K+', 17: '5K+', 18: '5K+', 19: '5K+'}",1819,14.018691588785046
2020-03-26,26,3,2020,235,2,Ireland,IE,IRL,4853506.0,61,,"{0: 'Bugzy Malone', 1: 'Mark Blum', 2: 'Pentatonix', 3: 'Jon Jones', 4: 'Median age', 5: 'Feed the Heroes', 6: 'H&M', 7: 'Dalton Gomez', 8: 'Corona challenge', 9: 'Maudlin Street Kilkenny'}","{0: '20K+', 1: '20K+', 2: '10K+', 3: '5K+', 4: '2K+', 5: '2K+', 6: '2K+', 7: '1K+', 8: '1K+', 9: '1K+'}",1564,15.025575447570333
2020-03-25,25,3,2020,204,1,Ireland,IE,IRL,4853506.0,59,,,,1329,15.349887133182845
2020-03-24,24,3,2020,219,2,Ireland,IE,IRL,4853506.0,63,,,,1125,19.466666666666665
2020-03-23,23,3,2020,121,1,Ireland,IE,IRL,4853506.0,59,,,,906,13.35540838852097
2020-03-22,22,3,2020,102,0,Ireland,IE,IRL,4853506.0,66,,,,785,12.993630573248408
2020-03-21,21,3,2020,126,0,Ireland,IE,IRL,4853506.0,65,,,,683,18.448023426061493
2020-03-20,20,3,2020,191,1,Ireland,IE,IRL,4853506.0,58,,,,557,34.29084380610413
2020-03-19,19,3,2020,74,0,Ireland,IE,IRL,4853506.0,60,,,,366,20.218579234972676
2020-03-18,18,3,2020,69,0,Ireland,IE,IRL,4853506.0,72,,,,292,23.63013698630137
2020-03-17,17,3,2020,54,0,Ireland,IE,IRL,4853506.0,74,,,,223,24.2152466367713
2020-03-16,16,3,2020,40,0,Ireland,IE,IRL,4853506.0,86,,,,169,23.668639053254438
2020-03-15,15,3,2020,38,1,Ireland,IE,IRL,4853506.0,96,"{0: 'coronavirus tracker', 1: 'coronavirus vaccine'}",,,129,29.45736434108527
2020-03-14,14,3,2020,21,0,Ireland,IE,IRL,4853506.0,96,"{0: 'coronavirus live update', 1: 'coronavirus by country', 2: 'ireland coronavirus cases', 3: 'coronavirus france', 4: 'coronavirus ireland updates'}",,,91,23.076923076923077
2020-03-13,13,3,2020,27,0,Ireland,IE,IRL,4853506.0,90,"{0: 'coronavirus memes', 1: 'coronavirus death toll', 2: 'coronavirus tracker', 3: 'coronavirus lanzarote', 4: 'coronavirus live update'}",,,70,38.57142857142857
2020-03-12,12,3,2020,8,1,Ireland,IE,IRL,4853506.0,100,"{0: 'tom hanks coronavirus', 1: 'leo varadkar coronavirus', 2: 'cheltenham coronavirus', 3: 'coronavirus stats', 4: 'coronavirus northern ireland'}",,,43,18.6046511627907
2020-03-11,11,3,2020,14,0,Ireland,IE,IRL,4853506.0,80,,,,35,40.0
2020-03-09,9,3,2020,2,0,Ireland,IE,IRL,4853506.0,59,,,,21,9.523809523809524
2020-03-08,8,3,2020,1,0,Ireland,IE,IRL,4853506.0,46,,,,19,5.2631578947368425
2020-03-07,7,3,2020,5,0,Ireland,IE,IRL,4853506.0,41,,,,18,27.77777777777778
2020-03-06,6,3,2020,7,0,Ireland,IE,IRL,4853506.0,54,,,,13,53.84615384615385
2020-03-05,5,3,2020,4,0,Ireland,IE,IRL,4853506.0,50,,,,6,66.66666666666667
2020-03-04,4,3,2020,1,0,Ireland,IE,IRL,4853506.0,38,,,,2,50.0
2020-03-02,2,3,2020,0,0,Ireland,IE,IRL,4853506.0,35,,,,1,0.0
2020-03-01,1,3,2020,1,0,Ireland,IE,IRL,4853506.0,40,,,,1,100.0
2020-02-29,29,2,2020,0,0,Ireland,IE,IRL,4853506.0,30,,,,0,0.0
2020-02-28,28,2,2020,0,0,Ireland,IE,IRL,4853506.0,36,,,,0,0.0
2020-02-27,27,2,2020,0,0,Ireland,IE,IRL,4853506.0,43,,,,0,0.0
2020-02-26,26,2,2020,0,0,Ireland,IE,IRL,4853506.0,30,,,,0,0.0
2020-02-25,25,2,2020,0,0,Ireland,IE,IRL,4853506.0,30,,,,0,0.0
2020-02-24,24,2,2020,0,0,Ireland,IE,IRL,4853506.0,13,,,,0,0.0
2020-02-23,23,2,2020,0,0,Ireland,IE,IRL,4853506.0,9,,,,0,0.0
2020-02-22,22,2,2020,0,0,Ireland,IE,IRL,4853506.0,5,,,,0,0.0
2020-02-21,21,2,2020,0,0,Ireland,IE,IRL,4853506.0,3,,,,0,0.0
2020-02-20,20,2,2020,0,0,Ireland,IE,IRL,4853506.0,3,,,,0,0.0
2020-02-19,19,2,2020,0,0,Ireland,IE,IRL,4853506.0,3,,,,0,0.0
2020-02-18,18,2,2020,0,0,Ireland,IE,IRL,4853506.0,4,,,,0,0.0
2020-02-17,17,2,2020,0,0,Ireland,IE,IRL,4853506.0,3,,,,0,0.0
2020-02-16,16,2,2020,0,0,Ireland,IE,IRL,4853506.0,3,,,,0,0.0
2020-02-15,15,2,2020,0,0,Ireland,IE,IRL,4853506.0,4,,,,0,0.0
2020-02-14,14,2,2020,0,0,Ireland,IE,IRL,4853506.0,4,,,,0,0.0
2020-02-13,13,2,2020,0,0,Ireland,IE,IRL,4853506.0,7,,,,0,0.0
2020-02-12,12,2,2020,0,0,Ireland,IE,IRL,4853506.0,5,,,,0,0.0
2020-02-11,11,2,2020,0,0,Ireland,IE,IRL,4853506.0,6,,,,0,0.0
2020-02-10,10,2,2020,0,0,Ireland,IE,IRL,4853506.0,7,,,,0,0.0
2020-02-09,9,2,2020,0,0,Ireland,IE,IRL,4853506.0,5,,,,0,0.0
2020-02-08,8,2,2020,0,0,Ireland,IE,IRL,4853506.0,7,,,,0,0.0
2020-02-07,7,2,2020,0,0,Ireland,IE,IRL,4853506.0,7,,,,0,0.0
2020-02-06,6,2,2020,0,0,Ireland,IE,IRL,4853506.0,7,,,,0,0.0
2020-02-05,5,2,2020,0,0,Ireland,IE,IRL,4853506.0,5,,,,0,0.0
2020-02-04,4,2,2020,0,0,Ireland,IE,IRL,4853506.0,5,,,,0,0.0
2020-02-03,3,2,2020,0,0,Ireland,IE,IRL,4853506.0,7,,,,0,0.0
2020-02-02,2,2,2020,0,0,Ireland,IE,IRL,4853506.0,10,,,,0,0.0
2020-02-01,1,2,2020,0,0,Ireland,IE,IRL,4853506.0,9,,,,0,0.0
2020-01-31,31,1,2020,0,0,Ireland,IE,IRL,4853506.0,14,,,,0,0.0
2020-01-30,30,1,2020,0,0,Ireland,IE,IRL,4853506.0,15,,,,0,0.0
2020-01-29,29,1,2020,0,0,Ireland,IE,IRL,4853506.0,7,,,,0,0.0
2020-01-28,28,1,2020,0,0,Ireland,IE,IRL,4853506.0,8,,,,0,0.0
2020-01-27,27,1,2020,0,0,Ireland,IE,IRL,4853506.0,7,,,,0,0.0
2020-01-26,26,1,2020,0,0,Ireland,IE,IRL,4853506.0,5,,,,0,0.0
2020-01-25,25,1,2020,0,0,Ireland,IE,IRL,4853506.0,6,,,,0,0.0
2020-01-24,24,1,2020,0,0,Ireland,IE,IRL,4853506.0,5,,,,0,0.0
2020-01-23,23,1,2020,0,0,Ireland,IE,IRL,4853506.0,5,,,,0,0.0
2020-01-22,22,1,2020,0,0,Ireland,IE,IRL,4853506.0,2,,,,0,0.0
2020-01-21,21,1,2020,0,0,Ireland,IE,IRL,4853506.0,1,,,,0,0.0
2020-01-20,20,1,2020,0,0,Ireland,IE,IRL,4853506.0,0,,,,0,0.0
2020-01-19,19,1,2020,0,0,Ireland,IE,IRL,4853506.0,0,,,,0,0.0
2020-01-18,18,1,2020,0,0,Ireland,IE,IRL,4853506.0,0,,,,0,0.0
2020-01-17,17,1,2020,0,0,Ireland,IE,IRL,4853506.0,0,,,,0,0.0
2020-01-16,16,1,2020,0,0,Ireland,IE,IRL,4853506.0,0,,,,0,0.0
2020-01-15,15,1,2020,0,0,Ireland,IE,IRL,4853506.0,0,,,,0,0.0
2020-01-14,14,1,2020,0,0,Ireland,IE,IRL,4853506.0,0,,,,0,0.0
2020-01-13,13,1,2020,0,0,Ireland,IE,IRL,4853506.0,0,,,,0,0.0
2020-01-12,12,1,2020,0,0,Ireland,IE,IRL,4853506.0,0,,,,0,0.0
2020-01-11,11,1,2020,0,0,Ireland,IE,IRL,4853506.0,0,,,,0,0.0
2020-01-10,10,1,2020,0,0,Ireland,IE,IRL,4853506.0,0,,,,0,0.0
2020-01-09,9,1,2020,0,0,Ireland,IE,IRL,4853506.0,0,,,,0,0.0
2020-01-08,8,1,2020,0,0,Ireland,IE,IRL,4853506.0,0,,,,0,0.0
2020-01-07,7,1,2020,0,0,Ireland,IE,IRL,4853506.0,0,,,,0,0.0
2020-01-06,6,1,2020,0,0,Ireland,IE,IRL,4853506.0,0,,,,0,0.0
2020-01-05,5,1,2020,0,0,Ireland,IE,IRL,4853506.0,0,,,,0,0.0
2020-01-04,4,1,2020,0,0,Ireland,IE,IRL,4853506.0,0,,,,0,0.0
2020-01-03,3,1,2020,0,0,Ireland,IE,IRL,4853506.0,0,,,,0,0.0
2020-01-02,2,1,2020,0,0,Ireland,IE,IRL,4853506.0,0,,,,0,0.0
2020-01-01,1,1,2020,0,0,Ireland,IE,IRL,4853506.0,0,,,,0,0.0
2019-12-31,31,12,2019,0,0,Ireland,IE,IRL,4853506.0,0,,,,0,0.0
2020-04-18,18,4,2020,178,2,South_Africa,ZA,ZAF,57779622.0,68,,"{0: 'Global Citizen Together At Home', 1: 'Sotho Man With Some Power', 2: 'SAA', 3: 'Sho Madjozi', 4: 'Ramaphosa', 5: 'Global Citizen Together At Home', 6: 'Emtee', 7: 'Too Hot to Handle, Netflix', 8: 'Jameela Jamil', 9: 'The Killers', 10: 'Charlie Puth'}","{0: '50K+', 1: '20K+', 2: '20K+', 3: '20K+', 4: '10K+', 5: '10K+', 6: '10K+', 7: '10K+', 8: '10K+', 9: '10K+', 10: '10K+'}",2783,6.39597556593604
2020-04-17,17,4,2020,99,14,South_Africa,ZA,ZAF,57779622.0,60,,"{0: 'Thank you coronavirus helpers', 1: 'School reopen South Africa', 2: 'DVSN A Muse In Her Feelings', 3: 'China coronavirus', 4: 'BizPortal', 5: 'Kenya Barris', 6: 'Jennifer Lopez', 7: 'Brian Dennehy', 8: 'DaBaby', 9: 'TNS', 10: 'Steve Jobs', 11: 'Remdesivir', 12: 'Roddy Ricch', 13: 'Playboi Carti'}","{0: '500K+', 1: '50K+', 2: '20K+', 3: '20K+', 4: '10K+', 5: '10K+', 6: '10K+', 7: '10K+', 8: '10K+', 9: '10K+', 10: '10K+', 11: '5K+', 12: '5K+', 13: '5K+'}",2605,3.800383877159309
2020-04-16,16,4,2020,91,7,South_Africa,ZA,ZAF,57779622.0,47,,"{0: 'COVID-19 update South Africa', 1: 'Tiger Brands', 2: 'DispatchLIVE', 3: 'Nkosazana Dlamini-Zuma'}","{0: '50K+', 1: '20K+', 2: '10K+', 3: '5K+'}",2506,3.631284916201117
2020-04-15,15,4,2020,143,0,South_Africa,ZA,ZAF,57779622.0,64,,"{0: 'Thank you coronavirus helpers', 1: 'iPhone SE', 2: 'Capitec Bank', 3: 'Kingsway Hospital', 4: 'SAA'}","{0: '500K+', 1: '20K+', 2: '20K+', 3: '10K+', 4: '10K+'}",2415,5.921325051759834
2020-04-14,14,4,2020,99,2,South_Africa,ZA,ZAF,57779622.0,43,,"{0: 'Repo rate', 1: 'Sophie Ndaba', 2: 'Somizi Mhlongo', 3: 'UIF', 4: 'Alcohol ban South Africa', 5: 'Zoom app meeting', 6: 'Joe Biden', 7: 'UIF during lockdown', 8: 'Tamil New Year 2020', 9: 'Google Meet', 10: 'Interest rate', 11: 'Repo rate, meaning', 12: 'George Calombaris', 13: 'Dr Zweli Mkhize'}","{0: '50K+', 1: '20K+', 2: '20K+', 3: '20K+', 4: '20K+', 5: '10K+', 6: '10K+', 7: '5K+', 8: '5K+', 9: '5K+', 10: '5K+', 11: '5K+', 12: '2K+', 13: '2K+'}",2272,4.357394366197183
2020-04-13,13,4,2020,145,0,South_Africa,ZA,ZAF,57779622.0,48,,"{0: 'Prof Karim', 1: 'Covid-19 stats South Africa', 2: 'N95 mask', 3: 'Zweli Mkhize', 4: 'Julius Malema', 5: 'Jaden Smith', 6: 'Ntsiki Mazwai', 7: 'Easter Monday', 8: 'Neymar mother'}","{0: '20K+', 1: '10K+', 2: '10K+', 3: '5K+', 4: '5K+', 5: '5K+', 6: '5K+', 7: '5K+', 8: '2K+'}",2173,6.672802577082375
2020-04-12,12,4,2020,25,1,South_Africa,ZA,ZAF,57779622.0,50,,"{0: 'Andrea Bocelli', 1: 'Easter Sunday', 2: 'Happy Easter', 3: 'Dwayne Johnson', 4: 'Bheki Cele', 5: 'Easter', 6: 'Happy Easter images', 7: 'Liquor stores to open', 8: 'Jacob Zuma', 9: 'Stirling Moss', 10: 'Easter Bunny', 11: 'Alcohol South Africa', 12: 'Resurrection Sunday'}","{0: '50K+', 1: '20K+', 2: '20K+', 3: '10K+', 4: '10K+', 5: '10K+', 6: '10K+', 7: '10K+', 8: '5K+', 9: '5K+', 10: '5K+', 11: '5K+', 12: '2K+'}",2028,1.232741617357002
2020-04-11,11,4,2020,69,6,South_Africa,ZA,ZAF,57779622.0,51,,"{0: 'Shimza', 1: 'Krakatoa', 2: 'DJ Shimza', 3: 'Code 8', 4: 'Department of Education', 5: 'Kenny Dalglish', 6: 'Ellis Park disaster', 7: 'Georgia Groome'}","{0: '10K+', 1: '5K+', 2: '5K+', 3: '2K+', 4: '2K+', 5: '2K+', 6: '2K+', 7: '2K+'}",2003,3.4448327508736893
2020-04-10,10,4,2020,89,0,South_Africa,ZA,ZAF,57779622.0,46,,"{0: 'Somizi', 1: 'Angie Motshekga', 2: 'Good Friday quotes', 3: 'Good Friday message', 4: 'Chris Hani', 5: 'Easter 2020', 6: 'Minister of Education', 7: 'Love Wedding Repeat', 8: 'HAPPY GOOD FRIDAY', 9: 'Lockdown South Africa Twitter', 10: 'When is Easter', 11: 'Passion of Christ', 12: 'Homemade alcohol', 13: 'Botswana', 14: 'Food parcels south africa'}","{0: '20K+', 1: '20K+', 2: '20K+', 3: '20K+', 4: '10K+', 5: '10K+', 6: '5K+', 7: '5K+', 8: '5K+', 9: '5K+', 10: '5K+', 11: '5K+', 12: '2K+', 13: '2K+', 14: '2K+'}",1934,4.601861427094105
2020-04-09,9,4,2020,96,5,South_Africa,ZA,ZAF,57779622.0,52,,"{0: 'Cyril Ramaphosa', 1: 'Charles Maja', 2: 'Good Friday 2020', 3: 'Good Friday', 4: 'William Booth', 5: 'Happy Easter', 6: 'News24 South Africa', 7: 'Hot cross buns recipe', 8: 'Enca Live', 9: 'Force majeure', 10: 'President', 11: 'Chynna', 12: 'Maundy Thursday', 13: 'Breaking news', 14: 'Avonwood', 15: 'Thando Thabethe', 16: 'Dr. Tedros Adhanom Ghebreyesus', 17: 'Holy Thursday'}","{0: '200K+', 1: '100K+', 2: '50K+', 3: '50K+', 4: '20K+', 5: '20K+', 6: '10K+', 7: '5K+', 8: '5K+', 9: '5K+', 10: '5K+', 11: '5K+', 12: '5K+', 13: '2K+', 14: '2K+', 15: '2K+', 16: '2K+', 17: '2K+'}",1845,5.203252032520325
2020-04-08,8,4,2020,63,1,South_Africa,ZA,ZAF,57779622.0,73,,"{0: 'Thank you coronavirus helpers', 1: 'St Augustine hospital', 2: 'PS5', 3: 'Bernie Sanders', 4: 'BCG vaccine', 5: 'Passover 2020', 6: 'PS5 controller', 7: 'Ronaldinho', 8: 'Gretel and Hansel', 9: 'Zoom app meeting', 10: 'Shab-e-Barat', 11: 'Tory Lanez', 12: 'John Prine', 13: 'Madam and Mercy'}","{0: '500K+', 1: '20K+', 2: '10K+', 3: '10K+', 4: '10K+', 5: '10K+', 6: '10K+', 7: '5K+', 8: '5K+', 9: '5K+', 10: '5K+', 11: '5K+', 12: '5K+', 13: '2K+'}",1749,3.6020583190394513
2020-04-07,7,4,2020,31,1,South_Africa,ZA,ZAF,57779622.0,48,,"{0: 'Stella Ndabeni-Abrahams', 1: 'Full moon April 2020', 2: 'Bheki Cele', 3: 'Hanuman Jayanti', 4: 'News24 today', 5: 'Sasol', 6: 'News24 South Africa', 7: 'Transparent', 8: 'David Icke', 9: 'Valorant', 10: 'Honor Blackman', 11: 'Ezra Miller', 12: 'Stephen Birch'}","{0: '100K+', 1: '20K+', 2: '20K+', 3: '20K+', 4: '20K+', 5: '10K+', 6: '10K+', 7: '10K+', 8: '5K+', 9: '5K+', 10: '5K+', 11: '5K+', 12: '5K+'}",1686,1.8386714116251484
2020-04-06,6,4,2020,70,2,South_Africa,ZA,ZAF,57779622.0,52,,"{0: 'Vinolia Mashego', 1: 'Boris Johnson', 2: 'Pep Guardiola', 3: 'Bushiri', 4: 'SARS virus', 5: 'Adele', 6: 'Uber Eats', 7: 'Elaine', 8: 'What is 5G and how does it work', 9: 'Zoom meetings', 10: 'Tops', 11: 'Business Partners'}","{0: '200K+', 1: '100K+', 2: '20K+', 3: '20K+', 4: '20K+', 5: '20K+', 6: '10K+', 7: '10K+', 8: '5K+', 9: '5K+', 10: '5K+', 11: '5K+'}",1655,4.229607250755287
2020-04-05,5,4,2020,80,2,South_Africa,ZA,ZAF,57779622.0,62,,"{0: 'Contagion', 1: 'Ramaphosa', 2: 'Lockdown South Africa', 3: 'Bill Gates', 4: 'Brock Lesnar', 5: 'Venom', 6: 'Covid-19 news', 7: 'Jennifer Lopez', 8: 'The Undertaker', 9: 'Roman Reigns', 10: 'Angelina Jolie', 11: 'Hydroxychloroquine', 12: 'Letoya Makhene', 13: 'Contagious', 14: 'Matt Damon', 15: 'Furlough', 16: 'Dr #CharlesLieber', 17: 'Vavi Zwelinzima', 18: 'Palm Sunday pictures', 19: 'Lockdown extension'}","{0: '200K+', 1: '20K+', 2: '20K+', 3: '20K+', 4: '20K+', 5: '20K+', 6: '20K+', 7: '20K+', 8: '10K+', 9: '10K+', 10: '10K+', 11: '10K+', 12: '10K+', 13: '10K+', 14: '10K+', 15: '10K+', 16: '5K+', 17: '5K+', 18: '5K+', 19: '5K+'}",1585,5.047318611987381
2020-04-04,4,4,2020,43,2,South_Africa,ZA,ZAF,57779622.0,62,,"{0: 'Palm Sunday', 1: 'WrestleMania 2020', 2: 'Lockdown house party', 3: 'What is 5G', 4: 'BCG) vaccine', 5: 'Logan Williams', 6: 'News24 today latest', 7: 'DJ Fresh', 8: 'Coffee and Kareem', 9: 'Pink', 10: 'Valorant', 11: 'Money Heist Season 5', 12: 'Transparent'}","{0: '50K+', 1: '20K+', 2: '20K+', 3: '20K+', 4: '20K+', 5: '20K+', 6: '10K+', 7: '10K+', 8: '10K+', 9: '10K+', 10: '5K+', 11: '5K+', 12: '5K+'}",1505,2.857142857142857
2020-04-03,3,4,2020,82,0,South_Africa,ZA,ZAF,57779622.0,55,,"{0: 'Bill Withers', 1: 'Money Heist season 4', 2: 'Constand Viljoen', 3: 'St Augustine hospital', 4: 'Ronald Lamola', 5: 'Autism', 6: 'Adam Housley', 7: 'Coronavirus South Africa cigarette', 8: 'Glenwood'}","{0: '50K+', 1: '50K+', 2: '20K+', 3: '20K+', 4: '10K+', 5: '5K+', 6: '5K+', 7: '2K+', 8: '2K+'}",1462,5.60875512995896
2020-04-02,2,4,2020,27,0,South_Africa,ZA,ZAF,57779622.0,92,"{0: 'coronavirus tips', 1: 'coronavirus live update', 2: 'coronavirus cure'}","{0: 'Coronavirus tips', 1: 'Zwelinzima Vavi', 2: 'Barack Obama', 3: 'Covid-19 news', 4: 'Cassper Nyovest Amademoni', 5: 'Premier League', 6: 'Coronavirus treatments', 7: 'Ram Navami', 8: 'Zoom meetings', 9: 'Adam Schlesinger'}","{0: '1M+', 1: '50K+', 2: '20K+', 3: '20K+', 4: '10K+', 5: '10K+', 6: '10K+', 7: '10K+', 8: '10K+', 9: '5K+'}",1380,1.9565217391304348
2020-04-01,1,4,2020,27,2,South_Africa,ZA,ZAF,57779622.0,61,,"{0: 'Doctor Khumalo', 1: 'Mary Oppenheimer', 2: 'Fikile Mbalula', 3: 'UCT', 4: 'Ignatius Jacobs', 5: 'Nipsey Hussle', 6: 'Chris Cuomo', 7: 'Andrew Jack', 8: 'April'}","{0: '20K+', 1: '20K+', 2: '10K+', 3: '10K+', 4: '10K+', 5: '10K+', 6: '5K+', 7: '5K+', 8: '2K+'}",1353,1.9955654101995566
2020-03-31,31,3,2020,46,1,South_Africa,ZA,ZAF,57779622.0,59,,"{0: ""April Fool's pranks"", 1: 'Gita Ramjee', 2: 'Coronavirus deaths in South Africa', 3: 'Petrol price April 2020', 4: 'Bill Gates', 5: 'FNB bank', 6: 'Prince Charles', 7: 'Naledi Pandor', 8: 'Harry Potter', 9: 'Jack Ma', 10: 'Sa lockdown extended', 11: 'Louis Wilsenach'}","{0: '50K+', 1: '20K+', 2: '20K+', 3: '20K+', 4: '20K+', 5: '20K+', 6: '20K+', 7: '10K+', 8: '10K+', 9: '5K+', 10: '5K+', 11: '5K+'}",1326,3.469079939668175
2020-03-30,30,3,2020,93,0,South_Africa,ZA,ZAF,57779622.0,70,,"{0: 'Drake', 1: 'Coronavirus tips', 2: 'Cyril Ramaphosa news', 3: 'Naspers', 4: 'Zoom download', 5: 'Alibaba', 6: 'Little Fires Everywhere', 7: 'Durag', 8: 'Ramaphosa news Today'}","{0: '50K+', 1: '20K+', 2: '20K+', 3: '20K+', 4: '10K+', 5: '10K+', 6: '5K+', 7: '5K+', 8: '5K+'}",1280,7.265625
